1 Q0 42920
1 P0 10263
1 SP 130406
1 FF 145790
1 DI 22770
1 CC 26353
1 DD 3341
1 VM 72673
1 AO 3313
1 DA 99616
1 WW 4655
1 VA 17163
1 VS 16184
1 II 23
1 ZZ 28188
1 CS 10508
1 DT 53
1 DR 115
1 DP 20
1 PR 11423
1 AQ 46277
1 PP 5577
1 PT 265
1 PX 7594
1 NC 155454
1 RG 21482
1 PD 889
1 NP 101253
1 RN 2787
1 PI 1618
2 ZZ cinc_escuts -10.2466516344
2 NC croada -11.2609579663
2 ZZ 1042-1066 -10.2466516344
2 NC Utilitari -11.9541051469
2 NP Skanderbeg -11.5253776142
2 NP RFD -11.5253776142
2 NP RFA -11.5253776142
2 NP RFC -10.139083253
2 VM entengueren -11.1937252053
2 WW 26_de_setembre -7.34708490104
2 NP SS-Panzergrenadier-Regiment_Westland -11.5253776142
2 AQ ermosa -10.7424003564
2 PI Cap -4.44450711845
2 NC anarquistes -10.1623456777
2 NP Shoguns -10.139083253
2 ZZ 1,132 -10.2466516344
2 NP Buchhandels -11.5253776142
2 AQ llefiscosa -10.7424003564
2 NC venatores -11.9541051469
2 NC mexicanitat -11.9541051469
2 VM desistir -10.5005780247
2 NP Època_Romana -10.8322304336
2 VM torna -7.13328219472
2 AQ pròpies -6.9812002407
2 NC subgènere -11.9541051469
2 AQ allá -10.7424003564
2 NC relíquies -9.2460549458
2 VM torni -9.80743084415
2 VM torno -9.80743084415
2 ZZ 978-84-8164-262-9 -10.2466516344
2 WW 1_de_maig_de_1971 -8.44569718971
2 WW 1_de_maig_de_1975 -8.44569718971
2 VM indicant -10.0951129166
2 NC biligonigerus -11.9541051469
2 NC subadults -11.9541051469
2 NC hoaxes -9.65152005391
2 AQ pervers -10.7424003564
2 NP Fabi_Pictor -9.32815303682
2 NP Noa_Noa -11.5253776142
2 WW 15_de_febrer_de_1984 -8.44569718971
2 NP Thompson -11.5253776142
2 NP Figaró -11.5253776142
2 SP Des -8.48257107368
2 NC refeta -11.9541051469
2 NP Olímpia -10.4267653255
2 NP Jaume_V -11.5253776142
2 VM component -11.1937252053
2 WW 23_de_gener -7.75255000915
2 NP Valanginià -11.5253776142
2 NP Matheu -11.5253776142
2 NP Jaume_I -9.32815303682
2 VM traslladà -8.79582993247
2 ZZ 0-948661-87-9 -10.2466516344
2 NP Bergerac -11.5253776142
2 NC etanol -11.9541051469
2 WW 17/03/1941 -8.44569718971
2 NP Peter_Duesberg_ENDOFARTICLE -11.5253776142
2 NC udj-beyis -11.9541051469
2 NC contaminació -9.31504781729
2 NP Castell_de_Sant_Marçal -11.5253776142
2 NC revanxisme -11.9541051469
2 ZZ 3.000m -10.2466516344
2 NP Tagamanent -11.5253776142
2 NP Manuel_Aragón_Reyes -11.5253776142
2 NP Acadèmies_de_la_Història -11.5253776142
2 NP Clara_Schumann -11.5253776142
2 NP Homilia_Pauli_Episcopi_Emiseni -11.5253776142
2 NC preinstal·lats -11.9541051469
2 NP Militant -10.4267653255
2 NP O.L._&_Carnaval -11.5253776142
2 NC negociacions -8.42774462229
2 NP Castell_d'_Orís -11.5253776142
2 NP Solsonès_Castell_de_Besora -11.5253776142
2 NP Cap_d'_estat_Major_de_Kléber -11.5253776142
2 NP Kashmir -9.91593970173
2 NP Lis_Costa -11.5253776142
2 NP James_Jean -11.5253776142
2 NP Guilhem_Guirado -11.5253776142
2 NP Premis_de_la_Mar -11.5253776142
2 NP Bidasoa -9.5794674651
2 NP Àustria_República_de_l'_Àustria_Germana -10.8322304336
2 NC baioneta -11.9541051469
2 AQ excessiu -10.7424003564
2 VM aguditzen -11.1937252053
2 NC hippeis -11.9541051469
2 VM allotjar -9.80743084415
2 NC escombrada -11.2609579663
2 NP Elizabeth_Stroud -11.5253776142
2 VM vigués -11.1937252053
2 NP Asnières-sur-Seine -11.5253776142
2 NP Príncep_de_els_Gal·lesos -11.5253776142
2 NC politòlegs -11.9541051469
2 RG linguistique -9.97497065416
2 NC événements -11.9541051469
2 AQ penal -9.64378806772
2 NC desboulonnage -11.9541051469
2 AQ dispers -9.35610599527
2 NC laboriositat -11.9541051469
2 NP Vicent_Enrique -11.5253776142
2 NP Marqués_de_Louvois -11.5253776142
2 NP Sulaiman_Ibn_Muhammad_Ibn_Hud -11.5253776142
2 NP President_de_la_Comissió_de_Patrimoni_Històric -11.5253776142
2 NP Radek_Stepanek -10.8322304336
2 NP Castell_de_Llordà -11.5253776142
2 VM ajustar -9.80743084415
2 NC encunyament -11.9541051469
2 VM ajustat -11.1937252053
2 VM modelen -11.1937252053
2 NP Regla -10.4267653255
2 NP Elzie_Crisler_Segar -11.5253776142
2 NC factoria -10.8554928582
2 NP Wattreloos -11.5253776142
2 WW 1_de_juny_de_1946 -8.44569718971
2 NP Mehmet_I -10.8322304336
2 NC catedràtica -11.9541051469
2 NP Pilota_d'_Or -11.5253776142
2 AQ indios -10.7424003564
2 NP Wes_Ramsey -10.4267653255
2 NC seppuku -11.9541051469
2 NP Palau_de_la_Comtessa_de_Barcelona -11.5253776142
2 NP Aeroport_de_el_Prat -11.5253776142
2 NP Castell_de_Colditz_Oflag_IV-C -11.5253776142
2 NP Gustaf_Philip_Creutz -11.5253776142
2 WW 27_de_juliol_de_1973 -8.44569718971
2 NP Anitys_Thomson -11.5253776142
2 NP Servi_Fulvi_Flac -11.5253776142
2 VM dubta -11.1937252053
2 AQ apàtics -10.7424003564
2 NP Grammy -11.5253776142
2 NC creients -11.2609579663
2 ZZ 31.3.1770 -10.2466516344
2 NC reichei -10.8554928582
2 VM bizanti -11.1937252053
2 NP Raó -11.5253776142
2 NP President_de_la_Diputació_d'_Alacant -11.5253776142
2 VM pertanyi -11.1937252053
2 NP Fulvia_Plautilla -11.5253776142
2 NP Honda -11.5253776142
2 NP Rara -11.5253776142
2 VM description -11.1937252053
2 NP Jeux -11.5253776142
2 NP Alcalde_de_Àvila -11.5253776142
2 AQ indonèsia -10.0492531758
2 NP Walili -11.5253776142
2 ZZ 1591 -10.2466516344
2 NP Mig_Ambient -11.5253776142
2 NP Howard_Barker -11.5253776142
2 VM recomanats -11.1937252053
2 NP Filip_Col·lideu -10.8322304336
2 NP Torre_Roja_de_Vilamajor -11.5253776142
2 NP Caídos -11.5253776142
2 NC indústria -8.34318723426
2 NP Conseller -10.139083253
2 NP Sineonies -11.5253776142
2 NP Acadèmia_de_Bones_Lletres_de_Barcelona -11.5253776142
2 NP Leblon -11.5253776142
2 NC parafernàlies -11.9541051469
2 VM regressa -10.5005780247
2 RG distinguit -9.97497065416
2 NC vendemmiatrice -11.2609579663
2 NC darlingtoni -10.8554928582
2 NC convalescència -11.2609579663
2 WW 3_de_febrer_de_2002 -8.44569718971
2 NP Vespres -11.5253776142
2 NC consol -11.9541051469
2 NP Junili_Flagri -11.5253776142
2 NC bretxa -10.8554928582
2 NC valdiviensis -10.8554928582
2 NP Dinastia_M -11.5253776142
2 AQ arxiprestal -9.35610599527
2 NP Rusca -11.5253776142
2 NP Dark_Masters -11.5253776142
2 VM canviats -10.0951129166
2 AQ devastadors -9.64378806772
2 NP Super_Game_Boy -10.8322304336
2 AQ devastadora -9.35610599527
2 NP Birkirkara_FC -11.5253776142
2 VM emet -8.89114011227
2 NP Forges -11.5253776142
2 NP Clubs -9.12748234136
2 NP Punta_de_la_Banya -10.139083253
2 NP Atlàs -11.5253776142
2 NC invitats -10.8554928582
2 NP Confort-Mular -11.5253776142
2 NP Convent_de_Sant_Dídac -11.5253776142
2 NP Pupia -11.5253776142
2 VM deduir -9.80743084415
2 AQ bípede -10.0492531758
2 NP Kattegat -11.5253776142
2 NP Filòdem -11.5253776142
2 RG menschen -9.97497065416
2 NC variacions -9.12089180285
2 VM reivindicaven -11.1937252053
2 AQ òptima -10.7424003564
2 NC líquens -9.2460549458
2 NP Èupolis -11.5253776142
2 NC suicidi -11.9541051469
2 NP Felice -11.5253776142
2 NP Les_Bêtes_Ignorées -11.5253776142
2 NC exportació -10.5678107858
2 NC distintiu -11.2609579663
2 NP Nominats -11.5253776142
2 NP Powidltascherln -11.5253776142
2 NP Senyor_de_el_País -11.5253776142
2 NP Color_Systems -10.139083253
2 NP Estatut_d'_Autonomia_de_el_País_Valencià -10.4267653255
2 NP Mestiza_Museo_de_Bellas_Artes -11.5253776142
2 NP Madeleine_Poisson -11.5253776142
2 NP Castell_de_Vilamalur -11.5253776142
2 NP Pauson -11.5253776142
2 NP Carrillo -11.5253776142
2 NP F._&_Lau -10.8322304336
2 WW segle_XIX -3.91309769656
2 NC publicà -10.0081949978
2 NC rifles -10.5678107858
2 VM allargà -10.0951129166
2 NC precedent -10.3446672345
2 II Oh -2.44234703537
2 WW segle_XIV -5.22682136484
2 ZZ 1.800.000 -10.2466516344
2 WW 6_d'_octubre -8.44569718971
2 WW segle_XII -5.01170998523
2 NC nàutica -11.9541051469
2 NP Branko_Cvetkovic -11.5253776142
2 NP Anne_Frank -11.5253776142
2 NC refresc -11.2609579663
2 NC corda -10.3446672345
2 VM Organitzats -11.1937252053
2 VM doctorà -9.24781505621
2 NC Àmbit -11.9541051469
2 NP Campionat_Europeu_de_Turismes -11.5253776142
2 NP VIII -8.6921642701
2 VM asin -11.1937252053
2 NP Belle -11.5253776142
2 VM ruixats -11.1937252053
2 NP Bella -11.5253776142
2 AQ cristià -8.17745099893
2 NP Pegàs -10.4267653255
2 NP Núrsia -11.5253776142
2 NC establiments -9.38915578944
2 NP Junta_Directiva -10.4267653255
2 NP Felix_Cops -11.5253776142
2 VM utlitza -11.1937252053
2 ZZ 3,18 -10.2466516344
2 VM traslladada -9.24781505621
2 RG Dalt -9.97497065416
2 NP Condecoracions -10.8322304336
2 ZZ 27,5 -10.2466516344
2 NC art. -9.2460549458
2 NP Banc_de_Crèdit_Industrial -11.5253776142
2 NP Funcions -9.32815303682
2 NP Passeig_de_Recoletos -11.5253776142
2 VM polsa -11.1937252053
2 NP Grop -11.5253776142
2 NC arfakianus -11.9541051469
2 WW 20_d'_abril_de_1942 -7.75255000915
2 NP Luci_Marci_Filip -8.52964534061
2 NC branca -8.62190063673
2 NP Groc -11.5253776142
2 AQ bunguranus -10.0492531758
2 NC arts -8.77605131655
2 VM planeixar -11.1937252053
2 AQ imminent -8.95064088716
2 NP Kusel -11.5253776142
2 NP Front_de_les_Forces_Socialistes -11.5253776142
2 ZZ He-111 -10.2466516344
2 AQ arameu -10.7424003564
2 NC poeta -6.76671934106
2 VM replica -11.1937252053
2 ZZ L-214 -10.2466516344
2 NP Hang -11.5253776142
2 NP Hand -11.5253776142
2 NC arte -10.3446672345
2 NP Hana -11.5253776142
2 NC colonialisme -11.2609579663
2 NC arto -11.9541051469
2 NC colombiensis -10.8554928582
2 ZZ 150mm -10.2466516344
2 WW 14_de_setembre_de_1936 -8.44569718971
2 WW 14_de_setembre_de_1930 -8.44569718971
2 VM Declarava -11.1937252053
2 NP La_Stevia -10.8322304336
2 NP Unalaska -11.5253776142
2 VM zampakut -11.1937252053
2 NP Bachelor -11.5253776142
2 NC nominació -10.3446672345
2 NP Évrecy -11.5253776142
2 NC espermatozous -11.9541051469
2 NP Mendive -11.5253776142
2 NP C.V._de_Polinyà -11.5253776142
2 RG cordialment -9.97497065416
2 NC estada -8.14744265713
2 NC peó -10.3446672345
2 NC estado -11.2609579663
2 NP Reactable -10.8322304336
2 VM cobrant -11.1937252053
2 VM educà -11.1937252053
2 NP David_Robles -11.5253776142
2 VM experiment -11.1937252053
2 ZZ vint-i-tres -8.86035727333
2 NP V_Cos_d'_Exèrcit -11.5253776142
2 NP Cynan_Garwyn -9.91593970173
2 NP Plemini -10.8322304336
2 NC biatló -11.9541051469
2 VM escribint -11.1937252053
2 NP Semiarundinaria -10.139083253
2 NC magalhaesi -10.8554928582
2 NC elegans -10.8554928582
2 AQ malalta -9.13296244395
2 VM incendiar -9.80743084415
2 ZZ tres_quartes_parts -9.14803934578
2 NC tesis -10.0081949978
2 ZZ 1010 -9.14803934578
2 NC germaníes -11.9541051469
2 ZZ 1016 -10.2466516344
2 NP Vida_de_la_Mare_de_Déu -11.5253776142
2 ZZ 1019 -10.2466516344
2 ZZ 1018 -9.55350445389
2 RG equitativament -9.97497065416
2 NP Dawson_Calvert -11.5253776142
2 NP Operació_Michael -10.8322304336
2 AQ homogènies -10.7424003564
2 VM habitades -11.1937252053
2 DI sengles -8.64690479794
2 NP Selawik -11.5253776142
2 VM Allotja -11.1937252053
2 NP Antoine_François_de_Fourcroy -11.5253776142
2 VA van -2.06205582639
2 NP MPRP -11.5253776142
2 NC migcampista -11.2609579663
2 NP The_Battle -10.4267653255
2 NC explicacions -10.1623456777
2 NP Yuu_Watase -11.5253776142
2 NC màscara -10.1623456777
2 NP Ballad -11.5253776142
2 NC ela -10.8554928582
2 NC eln -11.9541051469
2 NC elm -10.0081949978
2 NP Vila_de_Centelles -11.5253776142
2 NP Costello -11.5253776142
2 NP Estopanyà -10.8322304336
2 NP This_Is_How_I_Disappear -11.5253776142
2 NP Èsquil -10.139083253
2 AQ penjants -10.7424003564
2 NC xàrter -11.9541051469
2 VM fas_servir -11.1937252053
2 NC estora -11.9541051469
2 VS és -1.03065801862
2 ZZ 1923-1924 -10.2466516344
2 NP Jean_Forestier -11.5253776142
2 NP Beautiful -10.8322304336
2 NP Carretera_Veïnal -10.139083253
2 VM agafant -9.58428729283
2 NP Eslovàquia_República_Soviètica_d'_Eslovàquia -11.5253776142
2 NP Modernización -11.5253776142
2 NP Latios -11.5253776142
2 NC musicòlegs -11.9541051469
2 VM copejar -11.1937252053
2 VM copejat -11.1937252053
2 NP Angelina_Jolie -11.5253776142
2 NC ètiques -11.2609579663
2 NC restaurant -9.06373338901
2 NP Ed._Ariel -10.8322304336
2 NP Trembling_Before_G-d -11.5253776142
2 ZZ 3000_m -10.2466516344
2 VM corbant -11.1937252053
2 NP Bargués -11.5253776142
2 AQ rectangular -7.79796137722
2 NC escull -11.2609579663
2 NP MHz._RAM -11.5253776142
2 ZZ 100.000_francs -10.2466516344
2 WW 26_de_novembre_de_2005 -8.44569718971
2 AQ honorari -10.0492531758
2 NC trobats -9.75688056957
2 NP Thomas_Steiner -11.5253776142
2 NP Pablo_Heras -11.5253776142
2 NP Agermanaments -11.5253776142
2 NP Yudetamago -11.5253776142
2 NP William_Cumming -11.5253776142
2 VM retornà -9.40196573604
2 NP Condé-sur-Escaut -11.5253776142
2 NP Sext_Claudi -11.5253776142
2 NP Reial_Marina_Canadenca -11.5253776142
2 VM Recull -11.1937252053
2 AQ madur -9.64378806772
2 NP C_Rossic -11.5253776142
2 VM programats -10.5005780247
2 AQ indemne -10.7424003564
2 AQ cares -9.13296244395
2 NP Universitat_Catalana_d'_Estiu -10.8322304336
2 NP Capella -10.139083253
2 NC nostris -11.9541051469
2 NP Sant_Antoni_de_Calonge -11.5253776142
2 ZZ B-40 -10.2466516344
2 VM descarregaren -11.1937252053
2 ZZ 350.000 -9.55350445389
2 NP Sud-Àfrica -8.63500585626
2 AQ apassionant -10.7424003564
2 AQ ius -10.7424003564
2 NP Motagua -11.5253776142
2 VM subvencionen -11.1937252053
2 VM subvenciones -11.1937252053
2 NP Riudaura -11.5253776142
2 NP Matsudaira_Narisawa -11.5253776142
2 NC lagomorf -11.9541051469
2 VM mantingué -8.99650062793
2 AQ craniomètric -10.7424003564
2 NP República_de_el_Congo -8.88632028454
2 NP Mare_Nostrum -10.4267653255
2 NC ionosfera -10.1623456777
2 NC baggataway -10.5678107858
2 NP WLZM -11.5253776142
2 NC faceta -11.2609579663
2 NP Blog_Martarosa -11.5253776142
2 RG history -7.08459889626
2 VM corona -11.1937252053
2 RG Österreichischer -9.97497065416
2 VM atrapades -11.1937252053
2 VM dotada -9.58428729283
2 NP Minuet -11.5253776142
2 NP La_Partida_de_Eneas -11.5253776142
2 NP Federico_Ricci -11.5253776142
2 ZZ 1964/65 -10.2466516344
2 NP Beiras -9.04047096437
2 NP Potitii -10.4267653255
2 AQ prietos -10.7424003564
2 NP Diana_Scarwid -11.5253776142
2 AQ prèvies -8.95064088716
2 NP Gulaschsuppe -11.5253776142
2 NC pagesia -10.5678107858
2 NP Java -9.5794674651
2 NP Bahrein -11.5253776142
2 NC zombis -11.9541051469
2 NP Lèsbic_de_Los_Ángeles -11.5253776142
2 VM repetiria -11.1937252053
2 NP Ukita_Hideie -11.5253776142
2 AQ piscícola -10.7424003564
2 AQ emotiu -10.0492531758
2 RG lluny -6.93044821643
2 VM reconegués -10.5005780247
2 NP Morimene -11.5253776142
2 NC graons -11.9541051469
2 NP PELETERIA -11.5253776142
2 ZZ 55-57 -10.2466516344
2 NP Whys -11.5253776142
2 VM reconstrueix -11.1937252053
2 NP Hèrcules_CF -10.139083253
2 NP Colomer -11.5253776142
2 NP Centre_d'_Interpretació_de_el_Parc_Natural_de_Gorbeia -11.5253776142
2 DT quines -2.36085400112
2 NP C._La -10.8322304336
2 NC alternament -11.9541051469
2 ZZ 111-126 -10.2466516344
2 AQ sueques -10.7424003564
2 AQ marítim -8.43981526339
2 NP Welsh_Biography_Down -11.5253776142
2 NP Mayer -10.8322304336
2 NP Lynn_Bracken -11.5253776142
2 WW novembre -5.04449980805
2 NP Carlos_Guzmán_Moncada -11.5253776142
2 NP Geelong_Bay_Classic_Series -10.4267653255
2 NP Molt_Noble_Orde_de_la_Lligacama -11.5253776142
2 NP Esquerra -11.5253776142
2 VM tripulats -11.1937252053
2 NP Arquebisbe -11.5253776142
2 NP José_Maria_Arregi -11.5253776142
2 NP Comportament -10.8322304336
2 NC ciris -11.9541051469
2 NP Glaciar -11.5253776142
2 NP Rosie -10.8322304336
2 NC espurna -11.2609579663
2 ZZ 1.000 -7.41343829039
2 NC mortal -11.9541051469
2 NP Never_Kick -11.5253776142
2 NP Terror -11.5253776142
2 NP Oreos -10.8322304336
2 NP Objectiu -11.5253776142
2 AQ mémorial -10.0492531758
2 NP Don_Pelayo -11.5253776142
2 NP La_Camisa_Negra -11.5253776142
2 NC ciudades -10.8554928582
2 PP Em -7.24011191527
2 AQ vaticana -9.64378806772
2 AQ chincha -10.7424003564
2 NP Nomdedéu -11.5253776142
2 AQ vraies -10.7424003564
2 NP Lliga_de_la_Defensa_Nacional_Cristiana -11.5253776142
2 NP Jordi_Aligué -11.5253776142
2 NC cinquena -11.9541051469
2 NP Camp -9.73361814493
2 NP Joe_Wright -11.5253776142
2 NP Tuesday_Weld -11.5253776142
2 PP Et -5.79319293233
2 NC procediments -10.0081949978
2 VM versionat -11.1937252053
2 VM comparegués -11.1937252053
2 NP Christian_Wolff -11.5253776142
2 NP Estnisches_SS-Freiwilligen-Panzer-Grenadier-Battalion_Narwa -11.5253776142
2 NP Barajas -11.5253776142
2 NP C.V._de_Sant_Celoni -10.4267653255
2 NC organitzador -11.9541051469
2 VM posessin -11.1937252053
2 AQ marmorata -8.2574937066
2 NP Amfípolis -10.8322304336
2 NC vermell -8.77605131655
2 NC rajeunissement -11.9541051469
2 AQ adelphe -10.7424003564
2 NP Illes_Kurils -11.5253776142
2 NP Assumpció -10.8322304336
2 NC vasalls -11.9541051469
2 AQ paternal -10.7424003564
2 NP Albumblätter -11.5253776142
2 RG casqué -9.97497065416
2 NP Pixòdar_de_Cindis -11.5253776142
2 NP Conillera -11.5253776142
2 AQ forestals -9.35610599527
2 NC constitució -8.95837287335
2 NP Opinion -11.5253776142
2 AQ suculentes -10.0492531758
2 AQ pisiforme -10.7424003564
2 NP Oze -11.5253776142
2 AQ finlandesa -10.7424003564
2 NP Bibliotecarios -11.5253776142
2 NP Compositor -11.5253776142
2 NP Panzerjagd -11.5253776142
2 NP Szilágycsehi -11.5253776142
2 WW 10/9/1919 -8.44569718971
2 ZZ 499 -9.14803934578
2 ZZ 194-196 -10.2466516344
2 VM derrame -11.1937252053
2 NP SPA -11.5253776142
2 NP Serrat_de_la_Capella -11.5253776142
2 NP Aspasie -11.5253776142
2 NP Plaza_Mayor -11.5253776142
2 NP Consell_Democràtic_de_el_País_Valencià -9.91593970173
2 NP Juràssic -8.58093863499
2 RG A_grans_trets -9.97497065416
2 AQ encaminadors -10.7424003564
2 NP Lahm -10.8322304336
2 AQ respiratòria -10.0492531758
2 AQ sueco-finesa -10.7424003564
2 VM mesurada -11.1937252053
2 NP Salona -10.8322304336
2 VM Conta -10.5005780247
2 NP Isidor -10.8322304336
2 NC monogatari -11.9541051469
2 NC vida -6.17027996457
2 VM combinà -10.5005780247
2 NP AS_Joeuf -11.5253776142
2 NC triclorur -11.9541051469
2 AQ go -10.7424003564
2 RG pintoi -9.2818234736
2 VM tendeixen -8.79582993247
2 SP en_favor_de -9.58118336235
2 NC bullans -10.8554928582
2 NC esquist -11.9541051469
2 NP Duesberg -9.44593607248
2 NP Cid_Cabreador -11.5253776142
2 NC maia -11.9541051469
2 VM desaparegué -10.5005780247
2 VM reté -10.0951129166
2 ZZ 8va -10.2466516344
2 NP Elisedd -9.22279252117
2 VM jubilés -11.1937252053
2 NP Claudi_Isern_Llorens -11.5253776142
2 NC sàtires -11.9541051469
2 WW 13_de_novembre_de_1944 -7.75255000915
2 VM adquirides -10.5005780247
2 NC anxoves -10.8554928582
2 VM causada -8.89114011227
2 NP Strub -11.5253776142
2 VM vulgui -10.0951129166
2 NP Las_Villas -10.8322304336
2 VM declaraven -11.1937252053
2 NP Zeberio -11.5253776142
2 NP Autoritat -9.91593970173
2 NP Societat_Llatinoamericana_de_Malherbologia -11.5253776142
2 NP El_Noctàmbul -11.5253776142
2 NP Sant_Silvestre -11.5253776142
2 VM equivalent -10.0951129166
2 NP Ésta -11.5253776142
2 VM connectada -9.58428729283
2 NP Ugo_Foscolo -11.5253776142
2 NP Hockerville -11.5253776142
2 NP Traduït -11.5253776142
2 NP Cryptosaras -11.5253776142
2 VM arribara -11.1937252053
2 NP Gerda_Taro -11.5253776142
2 NP Bazzana -11.5253776142
2 NP The_Sailor -11.5253776142
2 VM comandada -9.11428366359
2 NP Oklahoma -10.8322304336
2 NP Body_Snatchers -11.5253776142
2 NP Bétera -10.8322304336
2 NC pulmó -11.2609579663
2 NP Pueblos_de_España -11.5253776142
2 VM respongué -9.40196573604
2 VM oÏr -11.1937252053
2 ZZ 41-42 -10.2466516344
2 VM concedida -10.0951129166
2 NP Mollet_de_el_Vallès -11.5253776142
2 NP Hywel -7.76417749847
2 AQ reproductives -10.0492531758
2 NP BEI -11.5253776142
2 VM semblats -11.1937252053
2 NP Zela -11.5253776142
2 NP Drenthe -10.8322304336
2 VM desgastava -11.1937252053
2 VM post-prépa -11.1937252053
2 NC perrarus -11.9541051469
2 NC bibliofília -11.9541051469
2 NP Ludovico_D'_Aragona -11.5253776142
2 NC antozous -11.9541051469
2 VM bosc -11.1937252053
2 NP Genç_Osman -11.5253776142
2 NP Somerset_House -10.4267653255
2 ZZ 98-101 -10.2466516344
2 NP Lucius_Fulvius_Plaucianus -11.5253776142
2 NP Monestir_de_Santa_Maria_de_Gualter -11.5253776142
2 NP Ghost_Breaker -11.5253776142
2 NP Mendeleev -11.5253776142
2 VM estilitzada -11.1937252053
2 WW setembre_de_1858 -8.44569718971
2 VM amotinats -11.1937252053
